news_id,title,segmented_words,word_count,pos_tagging
c320e61228e8586ec4dd53d28b2c8621,考研复试真的会出现「学历歧视」的现象吗？,考研 复试 真的 出现 学历 歧视 现象,7,考研_vn 复试_v 真的_d 会_v 出现_v  _x 学历_n 歧视_v  _x 的_uj 现象_n 吗_y
bc2e2617e3ac889e0b5606ec14e19204,电车和油车基本同步出现，为啥人类先选择油车，过了100多年才回头再搞电车？,电车 油车 基本 同步 出现 为啥 人类 先 选择 油车 多年 才 回头 搞 电车,15,电车_n 和_c 油车_n 基本_n 同步_d 出现_v  _x 为啥_r 人类_n 先_d 选择_v 油车_n  _x 过_ug 了_ul  _x 多年_m 才_d 回头_v 再_d 搞_v 电车_n
da66c07b55c1af2b881e24a448149656,扫地机加仿生机械手会开启家用机器人新时代吗？如何看待石头 G30 Space 在扫地机形态上的突破？,扫地机 加 仿生 机械手 开启 家用 机器人 新 时代 看待 石头 G Space 扫地机 形态 突破,16,扫地机_n 加_v 仿生_v 机械手_n 会_v 开启_v 家用_n 机器人_n 新_a 时代_n 吗_y  _x 如何_r 看待_v 石头_n  _x G_x  _x Space_eng  _x 在_p 扫地机_n 形态_n 上_f 的_uj 突破_vn
8325b426592a2f02505c33554422139d,如何评价 2025 年 2 月米哈游《崩坏星穹铁道》缇宝角色 PV「童言无忌」？,评价 米哈 游 崩坏 星穹 铁道 缇 宝 角色 PV 童言无忌,11,如何_r 评价_n  _x 年_m  _x 月_m 米哈_nrt 游_v  _x 崩坏_v 星穹_n 铁道_n  _x 缇_g 宝_n 角色_n  _x PV_eng  _x 童言无忌_i
7a804e411ae602cc19598e70155d6c04,中国U20能改变中国在世界足球中的地位吗？,中国 U 改变 中国 世界足球 地位,6,中国_ns U_x  _x 能_v 改变_v 中国_ns 在_p 世界足球_n 中_f 的_uj 地位_n 吗_y
6916c7fe308b8103b2fefd3a3426ba76,为什么领导在下属提离职时常常表示「很突然」呢？,领导 下属 提 离职 常常 表示 突然,7,为什么_r 领导_n 在_p 下属_v 提_v 离职_v 时_n 常常_d 表示_v  _x 很_zg 突然_ad  _x 呢_y
12789fbeac8f38a7aee25f15520d952c,马里亚纳海沟吞噬掉的海水去哪里了？,马里亚纳 海沟 吞噬 掉 海水 哪里,6,马里亚纳_nrt 海沟_ns 吞噬_v 掉_v 的_uj 海水_n 去_v 哪里_r 了_ul
73e9e678603563c4dbb434a67058bb4d,你对尊严的理解是怎样的？,你 尊严 理解 怎样,4,你_r 对_p 尊严_a 的_uj 理解_v 是_v 怎样_r 的_uj
c0726615473053da2838ddea547c40f9,电脑升级优先把钱花在哪？,电脑 升级 优先 把 钱 花,6,电脑_n 升级_vn 优先_vn 把_p 钱_n 花_v 在_p 哪_r
a22211164a23afb05c8bc9e4bf078134,职场中，能力强却不被领导待见，到底是哪里出了问题？,职场 能力 强 却 不 被 领导 待见 到底 哪里 出 问题,12,职场_n 中_f  _x 能力_n 强_a 却_d 不_d 被_p 领导_n 待见_v  _x 到底_d 是_v 哪里_r 出_v 了_ul 问题_n
924b9b5016110905d182b48f89862145,有没有一种显示器，是一整块屏幕，但是是两个显示器？,有没有 一种 显示器 一整块 屏幕 两个 显示器,7,有没有_v 一种_m 显示器_n  _x 是_v 一整块_m 屏幕_n  _x 但是_c 是_v 两个_m 显示器_n
c3767a547ba8a0c04536f345b5ab1675,孩子在做数学题时总是粗心大意，经常犯低级错误，该如何帮助他提高细心程度？,孩子 做 数学题 总是 粗心大意 经常 犯 低级 错误 该 帮助 他 提高 细心 程度,15,孩子_n 在_p 做_v 数学题_n 时_n 总是_c 粗心大意_i  _x 经常_d 犯_v 低级_b 错误_n  _x 该_r 如何_r 帮助_v 他_r 提高_v 细心_n 程度_n
a85d1f8c178908c255b62806ffd4f25c,《原神》深渊只能打到第十层，能不能提供一下思路？,原神 深渊 只能 打 第十层 不能 提供 一下 思路,9,原神_n  _x 深渊_ns 只能_v 打_v 到_v 第十层_m  _x 能_v 不能_v 提供_v 一下_m 思路_n
8525f74a0312dbd7af7fb6f1d5c26a91,祖国大地春耕色块明艳动人,祖国 大地 春耕 色块 明艳 动人,6,祖国_n 大地_n 春耕_nr 色块_n 明艳_a 动人_n
b3867c7889956166b877370bd8afe138,独身女子病逝房产收归国家,独身 女子 病逝 房产 收归 国家,6,独身_v 女子_n 病逝_v 房产_j 收归_v 国家_n
aaca37c4d63b904744eb857048034d7b,复旦大学通报博士后抄袭硕士论文,复旦大学 通报 博士后 抄袭 硕士论文,5,复旦大学_nt 通报_n 博士后_nr 抄袭_v 硕士论文_n
366b95b078c033fbafc580f0611df037,邓为回应一年不进组的原因,邓为 回应 一年 不 进组 原因,6,邓为_nr 回应_v 一年_m 不_d 进组_vn 的_uj 原因_n
9483d5808210cc0e8ac77c51efa9e422,大蒜也没想到自己成了咖啡搭子,大蒜 也 没想到 自己 成 咖啡 搭子,7,大蒜_n 也_d 没想到_l 自己_r 成_v 了_ul 咖啡_n 搭子_n
111e2a752ad6a20dba676948843d9e23,村里的大蒜咖啡一年卖7万杯,村里 大蒜 咖啡 一年 卖 万杯,6,村里_s 的_uj 大蒜_n 咖啡_n 一年_m 卖_v  _x 万杯_m
1f936bf08069474c29db59ce96436881,十个勤天这日子也是好起来了,十个 勤天 日子 也 好 起来,6,十个_m 勤_a 天_q 这_r 日子_n 也_d 是_v 好_a 起来_v 了_ul
4da5d833256d496c1cd4e2b3f663ae98,老伯买震楼器报复楼上结果对方耳背,老伯 买震 楼器 报复 楼上 结果 对方 耳背,8,老伯_nr 买震_n 楼器_n 报复_v 楼上_s 结果_n 对方_n 耳背_n
ff0372bfc543f3dbf14d6a98025288d5,艺考女生136斤减到87斤,艺考 女生 斤 减到 斤,5,艺考_n 女生_n  _x 斤_m 减到_v  _x 斤_m
2de314bf74e0590146df09f27ca4c915,IU美得不知今夕是何年,IU 美得 不知 今夕 何年,5,IU_eng 美得_ns 不知_v 今夕_t 是_v 何年_r
6eadaef1c90fe02e7e6079aa771a5889,马克龙拉住特朗普纠正其说法,马克 龙拉住 特朗普 纠正 其 说法,6,马克_nr 龙拉_nr 住_v 特朗普_nr 纠正_v 其_r 说法_v
98eb8c999772d944d5df45e87f80b49a,驾校学员喝了酒去考科目三,驾校 学员 喝了酒 考 科目 三,6,驾校_n 学员_n 喝了酒_v 去_v 考_v 科目_n 三_m
762fb3e9f2a8bc32a39bb2c45bac3c7d,灌面汤呛妻案检方建议定罪故意杀人,灌 面汤 呛 妻案 检方 建议 定罪 故意 杀人,9,灌_v 面汤_n 呛_v 妻案_n 检方_n 建议_n 定罪_vn 故意_d 杀人_n
6584b18b1be8dc9de67c936da37ca25c,怀孕21周时胎儿小脚丫掉了出来,怀孕 周时 胎儿 小脚丫 掉 出来,6,怀孕_v  _x 周时_t 胎儿_n 小脚丫_nr 掉_v 了_ul 出来_v
f50a80516fa7465c566f8c1cfdf41d9e,徐娇新剧贵女爆改女帝,徐娇 新剧 贵女 爆改 女帝,5,徐娇_nr 新剧_n 贵女_n 爆改_v 女帝_n
894042dfa935f057e28fc69204d7f2d1,何炅这么多年了还是没放过鬼鬼,何炅 这么 多年 还是 放过 鬼鬼,6,何炅_nr 这么_r 多年_m 了_ul 还是_c 没_v 放过_v 鬼鬼_n
6cb19f59799465dbbd04a95c11208dc7,最适合粉色的男人出现了,最 适合 粉色 男人 出现,5,最_d 适合_v 粉色_n 的_uj 男人_n 出现_v 了_ul
23e493b7378040decf734b36f5ad105a,全运会乒乓球资格赛落地宁波,全运会 乒乓球 资格赛 落地 宁波,5,全运会_nz 乒乓球_n 资格赛_n 落地_n 宁波_ns
dbe1b6ca11941ab63fd51d786cbca6ed,许昕说乒坛最恐怖的运动员是张怡宁,许昕 乒坛 最 恐怖 运动员 张怡宁,6,许昕_nr 说_v 乒坛_n 最_d 恐怖_a 的_uj 运动员_n 是_v 张怡宁_nr
b5db63813e4969f4c08c720c0a17209c,万年薪大厂女生改做健身教练,年薪 大厂 女生 改 做 健身 教练,7,万_m 年薪_n 大厂_n 女生_n 改_v 做_v 健身_v 教练_vn
0cdbcd3daaa095ecb3eafe85cec52367,Yamy演技被李诚儒饶雪漫肯定,Yamy 演技 被 李诚儒 饶雪漫 肯定,6,Yamy_eng 演技_n 被_p 李诚儒_nr 饶雪漫_nr 肯定_v
445f9eddf39317da8bce2e8fcda16e27,复旦抄袭论文博士后退站,复旦 抄袭 论文 博士 后退 站,6,复旦_nz 抄袭_v 论文_nz 博士_n 后退_v 站_v
537d28c1337922d771ca8d6607f8580c,一过性牙痛可能是心梗前兆,一过性 牙痛 可能 心梗 前兆,5,一_m 过性_n 牙痛_n 可能_v 是_v 心梗_n 前兆_n
6a237bb79089925e4c8d75bc75511d27,卢伟冰称小米Buds 5 Pro四千元以内音质最好,卢伟 冰称 小米 Buds Pro 四千元 以内 音质 最好,9,卢伟冰_nr 称_v 小米_n Buds_eng  _x Pro_eng 四千元_m 以内_f 音质_n 最好_a
6eaec6e4b42b3a57a86bc81c06820487,#相亲# 相亲对象，才认识三天，就叫我转钱。买面膜给她叫她发地址都不肯，非要转帐说是什么积分，平时也没主动发信息。怎么看,相亲 相亲 对象 才 认识 三天 叫 我 转钱 买 面膜 给 她 叫 她 发 地址 不肯 非 转帐 积分 平时 也 主动 发 信息,26,相亲_v  _x 相亲_v 对象_n  _x 才_d 认识_v 三天_m  _x 就_d 叫_v 我_r 转钱_v  _x 买_v 面膜_n 给_p 她_r 叫_v 她_r 发_v 地址_n 都_d 不肯_v  _x 非_h 要_v 转帐_v 说_v 是_v 什么_r 积分_ad  _x 平时_t 也_d 没_v 主动_b 发_v 信息_n  _x 怎么_r 看_v
92ab825014bd96367f8585daad7b92e1,*#*#794824#*#* 5GN2877.9万热度 28.2万讨论,GN,1,GN_eng  _x 万_m 热度_n  _x 万_m 讨论_v
7b3ce5197cb48d5e7a2e19f670b528a7,小米15 Ultra三款外观配色公布：白色、黑色、黑银拼色296.3万热度 2713讨论,小米 Ultra 三款 外观 配色 公布 白色 黑色 黑银 拼色,10,小米_n  _x Ultra_eng 三款_m 外观_n 配色_n 公布_v  _x 白色_n  _x 黑色_n  _x 黑_a 银拼色_n  _x 万_m 热度_n  _x 讨论_v
e4f7b11c05379d442adbc1d525653c30,今年最强的貌似又是蓝厂的vivox200Ultra。55.7万热度 2.4万讨论,今年 最强 貌似 又 蓝厂 vivox Ultra,7,今年_t 最强_a 的_uj 貌似_v 又_d 是_v 蓝厂_n 的_uj vivox_eng  _x Ultra_eng  _x 万_m 热度_n  _x 万_m 讨论_v
c40b87f83e0106f56e86a661f2ee690b,学生党，攥了好久钱，给我妈拿下[坏笑]虽然不是很贵的手机#数码日常#9.1万热度 971讨论,学生 党 攥 好久 钱 给 我 妈 拿下 坏 笑 不是 很贵 手机 数码 日常,16,学生_n 党_n  _x 攥_v 了_ul 好久_m 钱_n  _x 给_p 我_r 妈_n 拿下_v  _x 坏_a 笑_v  _x 虽然_c 不是_c 很贵_a 的_uj 手机_n  _x 数码_n 日常_d  _x 万_m 热度_n  _x 讨论_v
f2d0d3fa3afc6b118c85f25d5e88934c,#相亲# 相亲对象告诉我不开优酷会员就很难哄好！,相亲 相亲 对象 告诉 我 不开 优酷 会员 难 哄 好,11,相亲_v  _x 相亲_v 对象_n 告诉_v 我_r 不_d 开_v 优酷_a 会员_n 就_d 很_d 难_a 哄_v 好_a
1289ae86f5b90e3883aa749c0bdbd14b,oppo find x8，16+512G，3499安全下车✅✅219.9万热度 6.3万讨论,oppo find x G 安全 下车,6,oppo_eng  _x find_eng  _x x_x  _x G_x  _x 安全_an 下车_v  _x 万_m 热度_n  _x 万_m 讨论_v
e9963f226ecd0e1a5793945460f71fdd,细数红米K70几宗罪：42.4万热度 7.6万讨论,细数 红米 K 几宗 罪,5,细数_n 红米_nr K_eng  _x 几宗_m 罪_zg  _x 万_m 热度_n  _x 万_m 讨论_v
5a7d7053f06a3d2552322405c52e1110,我真是服了，为什么骁龙8e打cf还是会卡啊，究竟是小米不行，还是游戏优化太差了？ #穿越火线枪战王者#56.8万热度 3.6万讨论,我 真是 服 骁龙 e 打 cf 还是 会卡 究竟 小米 不行 还是 游戏 优化 太差 穿越 火线 枪战 王者,20,我_r 真是_d 服_v 了_ul  _x 为什么_r 骁龙_i  _x e_eng 打_v cf_eng 还是_c 会_v 卡_n 啊_y  _x 究竟_d 是_v 小米_n 不行_v  _x 还是_c 游戏_n 优化_vn 太_d 差_a 了_ul  _x 穿越_v 火线_n 枪战_n 王者_n  _x 万_m 热度_n  _x 万_m 讨论_v
2788cafc1b4fc66ab12d42b7c395562d,老哥们给个建议呗，手里的16pm想换15ultra，手里现在还盲约着，但是去年14系列3款我都买了，因为系统流畅度的原因跳槽到了苹果，不过网上说15系列流畅度跟质感提升都很大，但是昨天我去小米之家问的如果想以旧换新，我还要补几百块钱，有没有同为16的机主想换15ultra的呀 #iPhone16ProMax#296.3万热度 2713讨论,老哥 们 给 建议 呗 手里 pm 想换 ultra 手里 现在 盲约 去年 系列 款 我 买 系统 流畅 度 原因 跳槽 苹果 网上 系列 流畅 度 跟 质感 提升 很大 昨天 我 小米 之家 问 以旧换新 我 还要 补 几百块 钱 有没有 同 机主 想换 ultra 呀 iPhone ProMax,50,老哥_n 们_k 给_p 个_m 建议_n 呗_y  _x 手里_s 的_uj  _x pm_eng 想换_v  _x ultra_eng  _x 手里_s 现在_t 还_d 盲约_v 着_uz  _x 但是_c 去年_t  _x 系列_q  _x 款_n 我_r 都_d 买_v 了_ul  _x 因为_c 系统_n 流畅_a 度_q 的_uj 原因_n 跳槽_n 到_v 了_ul 苹果_n  _x 不过_c 网上_s 说_v  _x 系列_q 流畅_a 度_q 跟_p 质感_n 提升_v 都_d 很大_a  _x 但是_c 昨天_t 我_r 去_v 小米_n 之家_r 问_v 的_uj 如果_c 想_v 以旧换新_l  _x 我_r 还要_c 补_v 几百块_m 钱_n  _x 有没有_v 同_p 为_p  _x 的_uj 机主_n 想换_v  _x ultra_eng 的_uj 呀_y  _x iPhone_eng  _x ProMax_eng  _x 万_m 热度_n  _x 讨论_v
59718f1ed9629c4087dacd0cb6b5ae70,#我在酷安晒女友# 25咯 跟19的女朋友也在一起100天了 非常甜[墨镜滑稽][墨镜滑稽][墨镜滑稽][墨镜滑稽][墨镜滑稽][墨镜滑稽],我 酷安晒 女友 咯 跟 女朋友 也 一起 天 非常 甜 墨镜 滑稽 墨镜 滑稽 墨镜 滑稽 墨镜 滑稽 墨镜 滑稽 墨镜 滑稽,23,我_r 在_p 酷安_a 晒_v 女友_n  _x 咯_o  _x 跟_p  _x 的_uj 女朋友_n 也_d 在_p 一起_m  _x 天_q 了_ul  _x 非常_d 甜_a  _x 墨镜_n 滑稽_a  _x 墨镜_n 滑稽_a  _x 墨镜_n 滑稽_a  _x 墨镜_n 滑稽_a  _x 墨镜_n 滑稽_a  _x 墨镜_n 滑稽_a
f2685e9a19021d56facce46a7e4f36a5,女朋友的iphone15promax被偷了，之前报警看监控找不到偷的人。今天晚上小偷开机定位了，但是只有一个范围。有没有兄弟知道这种情况怎么办，报警也不可能整栋的搜。68.2万热度 2.4万讨论,女朋友 iphone promax 被 偷 之前 报警 监控 找 不到 偷 人 今天 晚上 小偷 开机 定位 一个 范围 有没有 兄弟 知道 这种 情况 怎么办 报警 也 不 可能 整栋 搜,31,女朋友_n 的_uj iphone_eng  _x promax_eng 被_p 偷_v 了_ul  _x 之前_f 报警_n 看_v 监控_vn 找_v 不到_v 偷_v 的_uj 人_n  _x 今天_t 晚上_t 小偷_d 开机_n 定位_n 了_ul  _x 但是_c 只有_c 一个_m 范围_n  _x 有没有_v 兄弟_n 知道_v 这种_r 情况_n 怎么办_l  _x 报警_n 也_d 不_d 可能_v 整栋_m 的_uj 搜_v  _x 万_m 热度_n  _x 万_m 讨论_v
0376e22ba0163edfe98e6321f8099f0b,真我Neo7 SE 明日发布：天玑8400游戏神机35.7万热度 1747讨论,真 我 Neo SE 明日 发布 天玑 游戏 神机,9,真_d 我_r Neo_eng  _x SE_eng  _x 明日_t 发布_v  _x 天玑_nz  _x 游戏_n 神机_n  _x 万_m 热度_n  _x 讨论_v
2cec72e4ee651ca26b455e0ba72c4f9d,兄弟们，昨天晚上回来不相信手机摔坏了[表面哭泣][表面哭泣]，从山坡坡摔倒山下 7-8 米，这样能用权益换新吗，心疼死我了[表面哭泣][表面哭泣][表面哭泣]140.3万热度 10.2万讨论,兄弟 们 昨天晚上 回来 不 相信 手机 摔坏 表面 哭泣 表面 哭泣 从 山坡 坡 摔倒 山下 米 这样 用 权益 换 新 心疼 死 我 表面 哭泣 表面 哭泣 表面 哭泣,32,兄弟_n 们_k  _x 昨天晚上_t 回来_v 不_d 相信_v 手机_n 摔坏_v 了_ul  _x 表面_n 哭泣_v  _x 表面_n 哭泣_v  _x 从_p 山坡_ns 坡_n 摔倒_v 山下_s  _x 米_q  _x 这样_r 能_v 用_p 权益_n 换_v 新_a 吗_y  _x 心疼_a 死_v 我_r 了_ul  _x 表面_n 哭泣_v  _x 表面_n 哭泣_v  _x 表面_n 哭泣_v  _x 万_m 热度_n  _x 万_m 讨论_v
f57a9cf8c02fc89330ab7d18aec39b56,马斯克真的是人类之光🚀,马斯克 真的 人类 之光,4,马斯克_nr 真的_d 是_v 人类_n 之_u 光_n
2743fceb46de89edee6493a90990d57d,我很想知道他那脑袋瓜里塞的什么，我俩凯夫拉都三百多了[汗]上来 88 张109.8万热度 5.1万讨论,我 知道 他 脑袋瓜 里 塞 我俩 凯夫 拉 三百多 汗 上来 张,13,我_r 很_d 想_v 知道_v 他_r 那_r 脑袋瓜_n 里塞_nrt 的_uj 什么_r  _x 我俩_r 凯夫_nrt 拉都_ns 三百多_m 了_ul  _x 汗_zg  _x 上来_t  _x 张_q  _x 万_m 热度_n  _x 万_m 讨论_v
e3d58f0bb4ff35428586099d033dc62a,本来还犹豫黑色还是白色，雷总一说这是磨砂黑，那肯定冲黑色，不沾指纹大大滴好评！[滑稽]296.3万热度 2713讨论,本来 犹豫 黑色 还是 白色 雷总一 磨砂 黑 肯定 冲 黑色 不 沾 指纹 大大 滴 好评 滑稽,18,本来_t 还_d 犹豫_a 黑色_n 还是_c 白色_n  _x 雷总_nr 一说_u 这_r 是_v 磨砂_n 黑_a  _x 那_r 肯定_v 冲_v 黑色_n  _x 不_d 沾_v 指纹_n 大大_b 滴_v 好评_v  _x 滑稽_a  _x 万_m 热度_n  _x 讨论_v
dc8f6dff6b2ce158aae587427adbac91,美股跌势缓和，标普反弹失利，中概大幅回落，阿里跌10%，黄金四日内三创新高,美股 跌势 缓和 标普 反弹 失利 中概 大幅 回落 阿里 跌 黄金 四日 内 三 创新 高,17,美股_m 跌势_n 缓和_a  _x 标普_n 反弹_v 失利_vn  _x 中_f 概_n 大幅_d 回落_v  _x 阿里_nrt 跌_v  _x 黄金_n 四日_t 内_f 三_m 创新_v 高_a
99b5928e5920368ba84b8ea36608e62b,华尔街见闻早餐FM-Radio | 2025年2月25日,华尔街 见闻 早餐 FM Radio,5,华尔街_ns 见闻_n 早餐_n FM_eng  _x Radio_eng  _x 年_m  _x 月_m  _x 日_m
2b9edd1100fa648e9b2257f1dc45d705,中美俄均投下赞成票 联合国安理会通过涉乌决议,中美 俄均 投下 赞成票 联合国安理会 通过 涉乌 决议,8,中美_ns 俄均_j 投下_v 赞成票_n  _x 联合国安理会_nt 通过_p 涉_vg 乌_nr 决议_n
2c83f7da976bdd57ad407973826781a3,“宇宙最重要财报”怎么看？大摩：不担心英伟达业绩，但指引......,宇宙 最 重要 财报 大摩 不 担心 英 伟达 业绩 但 指引,12,宇宙_n 最_d 重要_a 财报_n  _x 怎么_r 看_v  _x 大摩_nr  _x 不_d 担心_v 英_j 伟达_a 业绩_n  _x 但_c 指引_v
